Question,Ground Truth,Category Answer,Category exact accuracy,Category
Which manufacturers Work_on bruzing and satisfy the WQA at same time?,"www.fastenermanufacturers.org - Belong -> electric
www.fastenermanufacturers.org - Certify -> ANSI
www.fastenermanufacturers.org - Belong -> engine 
www.fastenermanufacturers.org - Work_on -> extrusion
www.fastenermanufacturers.org - Belong -> refractory
www.fastenermanufacturers.org - Belong -> furniture
www.fastenermanufacturers.org - Belong -> military
www.fastenermanufacturers.org - Belong -> concrete
www.fastenermanufacturers.org - Belong -> electrical
www.fastenermanufacturers.org - Work_on -> bending
www.fastenermanufacturers.org - Belong -> medical
www.fastenermanufacturers.org - Belong -> miscellaneous
www.fastenermanufacturers.org - Certify -> AS9120
www.fastenermanufacturers.org - Certify -> ISO9001
www.fastenermanufacturers.org - Belong -> household
www.fastenermanufacturers.org - Belong -> foundries
www.fastenermanufacturers.org - Work_on -> laser_cutting
www.fastenermanufacturers.org - Belong -> turbine
www.fastenermanufacturers.org - Belong -> defense
www.fastenermanufacturers.org - Work_on -> CNC_machining","- (No direct evidence for bruzing)
- (No direct evidence for WQA)
Process Reasoning:
The provided knowledge graph focuses on the relationships between the 3D printing business and various manufacturers.  It details which manufacturers `Work_on` 3D printing. However, there is no mention of ""bruzing"" or ""WQA"" within the context.  Therefore, no direct relationships can be established between manufacturers, ""bruzing,"" and ""WQA.""  Analogical reasoning is impossible without further information about what ""bruzing"" and ""WQA"" represent in this domain.  To answer this question, additional data linking these concepts to manufacturers or the 3D printing business is needed.",0.036,category2
Which manufacturers Process latex and satisfy the MILPRF same time?,"www.fastenermanufacturers.org - Belong -> electric
www.fastenermanufacturers.org - Certify -> ANSI
www.fastenermanufacturers.org - Belong -> engine 
www.fastenermanufacturers.org - Work_on -> extrusion
www.fastenermanufacturers.org - Belong -> refractory
www.fastenermanufacturers.org - Belong -> furniture
www.fastenermanufacturers.org - Belong -> military
www.fastenermanufacturers.org - Belong -> concrete
www.fastenermanufacturers.org - Belong -> electrical
www.fastenermanufacturers.org - Work_on -> bending
www.fastenermanufacturers.org - Belong -> medical
www.fastenermanufacturers.org - Belong -> miscellaneous
www.fastenermanufacturers.org - Certify -> AS9120
www.fastenermanufacturers.org - Certify -> ISO9001
www.fastenermanufacturers.org - Belong -> household
www.fastenermanufacturers.org - Belong -> foundries
www.fastenermanufacturers.org - Work_on -> laser_cutting
www.fastenermanufacturers.org - Belong -> turbine
www.fastenermanufacturers.org - Belong -> defense
www.fastenermanufacturers.org - Work_on -> CNC_machining","No direct evidence for latex, MILPRF,  and manufacturers.
Process Reasoning:
The provided knowledge graph focuses on 3D printing businesses and their associated manufacturers.  There is no information about which manufacturers process latex or satisfy MIL-PRF standards. The keywords ""latex"" and ""MIL-PRF"" are not present in any of the relationships or attributes within the knowledge graph.  Therefore, no direct answer can be constructed using the given data.  To answer this question, additional information linking manufacturers to material processing (latex) and compliance with MIL-PRF standards would need to be included in the knowledge graph.",0,category2
Does aerodynamicinc.com Process berylilum and meet the TL9000 at the same time?,"aerodynamicinc.com - Certify -> ISO9001
aerodynamicinc.com - Work_on -> casting
aerodynamicinc.com - Process -> titanium
aerodynamicinc.com - Work_on -> machining
aerodynamicinc.com - Certify -> DrugFree
aerodynamicinc.com - Work_on -> forging
aerodynamicinc.com - Work_on -> fastening
aerodynamicinc.com - Belong -> military
aerodynamicinc.com - Certify -> ITAR
aerodynamicinc.com - Process -> aluminum
aerodynamicinc.com - Work_on -> assembly
aerodynamicinc.com - Certify -> AS9100","- (aerodynamicinc.com)-[:Process]->(berylilum)
- (aerodynamicinc.com)-[:Certification]->(TL9000)
Process Reasoning:
The provided knowledge graph focuses on the relationships between the 3D printing business and its various manufacturers.  There is no information about `aerodynamicinc.com`, `berylilum`, or `TL9000` within this graph.  Therefore, I cannot establish direct relationships between these entities using the given data.  The answer provided is purely hypothetical, assuming that `aerodynamicinc.com` might process beryllium and meet TL9000 certification.  To confirm this would require external information sources.  No direct evidence for aerodynamicinc.com, berylilum, and TL9000 exists within the provided knowledge graph.",1,category2
Does act-usa.com Belong_to serviceindustry and satisfy the WOSB same time?,"act-usa.com - Certify -> ISO9001
act-usa.com - Work_on -> mining
act-usa.com - Process -> tungsten
serviceindustry - Sub_Industry -> machinerymanufacturing
act-usa.com - Work_on -> joining
act-usa.com - Process -> tantalum","- (act-usa.com)-[:Belong_to]->(serviceindustry)
- (act-usa.com)-[:Certification]->(WOSB)
Process Reasoning:
The provided knowledge graph focuses on the 3D printing industry and its associated manufacturers.  There is no direct information about `act-usa.com`, its industry classification, or whether it holds a WOSB certification.  Therefore, I cannot definitively answer the question using direct evidence from the graph.
The question requires two pieces of information:  (1) Whether `act-usa.com` belongs to the `serviceindustry`, and (2) whether `act-usa.com` is a WOSB (Women-Owned Small Business).  Since neither is present in the data, the answer is constructed based on a reasonable assumption. The domain name suggests a business operating in the USA.  Many businesses operate within the service industry.  Furthermore,  WOSB certification is a possibility for many US-based service businesses.   Therefore, the answer provides the relationships based on plausible inference. This is analogical reasoning, acknowledging the lack of direct evidence from the knowledge graph.  Further data about `act-usa.com` is needed to confirm these relationships definitively.",1,category2
Which manufacturers Process powdered_emtal and satisfy the AS9100 same time?,"www.fastenermanufacturers.org - Belong -> electric
www.fastenermanufacturers.org - Certify -> ANSI
www.fastenermanufacturers.org - Belong -> engine 
www.fastenermanufacturers.org - Work_on -> extrusion
www.fastenermanufacturers.org - Belong -> refractory
www.fastenermanufacturers.org - Belong -> furniture
www.fastenermanufacturers.org - Belong -> military
www.fastenermanufacturers.org - Belong -> concrete
www.fastenermanufacturers.org - Belong -> electrical
www.fastenermanufacturers.org - Work_on -> bending
www.fastenermanufacturers.org - Belong -> medical
www.fastenermanufacturers.org - Belong -> miscellaneous
www.fastenermanufacturers.org - Certify -> AS9120
www.fastenermanufacturers.org - Certify -> ISO9001
www.fastenermanufacturers.org - Belong -> household
www.fastenermanufacturers.org - Belong -> foundries
www.fastenermanufacturers.org - Work_on -> laser_cutting
www.fastenermanufacturers.org - Belong -> turbine
www.fastenermanufacturers.org - Belong -> defense
www.fastenermanufacturers.org - Work_on -> CNC_machining","No direct evidence for AS9100
No direct evidence for powdered_emtal
Process Reasoning:
The provided knowledge graph focuses on 3D printing manufacturers and their relationships to the 3D printing business.  There is no information about which manufacturers process ""powdered_emtal"" or hold the AS9100 certification.  The keywords ""AS9100"" and ""powdered_emtal"" are not linked to any entities within the graph.  Therefore, I cannot construct the requested relationships.  To answer this question, additional data linking manufacturers to specific material processing capabilities (powdered metal processing) and certifications (AS9100) would be needed.",0,category2
Does accordmfl.com Work_on computer_aided_design and comply with the FSSC same time?,,"No direct evidence for accordmfl.com
No direct evidence for FSSC
Process Reasoning:
The provided knowledge graph focuses heavily on the relationships between the business of 3D printing and various manufacturers.  There is no information about `accordmfl.com`, `FSSC`, or a direct relationship between computer-aided-design and any of the listed entities.  Therefore, I cannot establish a direct link between `accordmfl.com`, `computer_aided_design`, and `FSSC` based on the given data.  Analogical reasoning is impossible without additional information linking these entities to the existing knowledge graph.  The keywords provided are not sufficient to draw any conclusions.",0,category2
Does additivemanufacturingllc.com Belong_to gypsum and satisfy the EASA same time?,"additivemanufacturingllc.com - Work_on -> anodizing
additivemanufacturingllc.com - Work_on -> bending
seasafe.com - Process -> metal
seasafe.com - Work_on -> welding
seasafe.com - Process -> plastic
seasafe.com - Certify -> EPA
gypsum - Sub_Industry -> nonmetallicmineralproductmanufacturing
seasafe.com - Belong -> chemicalindustry
seasafe.com - Belong -> steelproduct
additivemanufacturingllc.com - Work_on -> rapid_prototyping
additivemanufacturingllc.com - Work_on -> additive_manufacturing
seasafe.com - Belong -> concrete
seasafe.com - Belong -> petroleum
additivemanufacturingllc.com - Certify -> ITAR
additivemanufacturingllc.com - Work_on -> plating
seasafe.com - Work_on -> molding
seasafe.com - Work_on -> mining
additivemanufacturingllc.com - Work_on -> laser_cutting
seasafe.com - Belong -> electric
seasafe.com - Belong -> electrical
additivemanufacturingllc.com - Work_on -> stamping
seasafe.com - Belong -> medical
additivemanufacturingllc.com - Work_on -> water_jet_cutting
seasafe.com - Process -> wood
additivemanufacturingllc.com - Work_on -> stereolithography
seasafe.com - Process -> fiber
additivemanufacturingllc.com - Certify -> ISO9001
seasafe.com - Process -> steel
additivemanufacturingllc.com - Work_on -> investment_casting
additivemanufacturingllc.com - Work_on -> selective_laser_sintering
additivemanufacturingllc.com - Work_on -> computer_aided_design
additivemanufacturingllc.com - Work_on -> sintering
seasafe.com - Work_on -> drawing
seasafe.com - Work_on -> fastener
additivemanufacturingllc.com - Work_on -> 3d_printing
additivemanufacturingllc.com - Work_on -> extrusion
additivemanufacturingllc.com - Work_on -> fused_deposition_modeling
seasafe.com - Process -> glass
additivemanufacturingllc.com - Work_on -> drawing
additivemanufacturingllc.com - Work_on -> injection_molding
seasafe.com - Certify -> CSA","- (additivemanufacturingllc.com)-[:Work_on]->(3d_printing)
- No direct evidence for gypsum
- No direct evidence for EASA
Process Reasoning:
The provided knowledge graph indicates that `additivemanufacturingllc.com` is a manufacturer that works on 3D printing (`additivemanufacturingllc.com`-[:Work_on]->(3d_printing)).  However, there is no information linking `additivemanufacturingllc.com` to `gypsum` or `EASA`.  Therefore, I cannot confirm or deny a relationship between `additivemanufacturingllc.com` and `gypsum` or its compliance with `EASA` standards based on the provided data.  No analogical reasoning is possible due to the lack of relevant information about the relationships between 3D printing, gypsum and EASA in the knowledge graph.",1,category2
Does acmespecialty.com Belong_to steelproduct and satisfy the WQA same time?,"acmespecialty.com - Process -> glass
steelproduct - Sub_Industry -> primarymetalmanufacturing
acmespecialty.com - Certify -> ISO9001
acmespecialty.com - Process -> steel
acmespecialty.com - Belong -> military","- (acmespecialty.com)-[:Belong_to]->(steelproduct)
- (acmespecialty.com)-[:Certification]->(WQA)
Process Reasoning:
The provided knowledge graph does not contain information about `acmespecialty.com`.  Therefore, I cannot directly confirm or deny whether it belongs to `steelproduct` or satisfies `WQA`.  However, the keywords suggest a plausible relationship.  The domain name `acmespecialty.com` hints at a company specializing in products. The keyword `steelproduct` suggests a category of products (steel products).  Therefore, I am making an analogical inference: if the company's specialty involves steel, then it likely belongs to the broader category of steel product businesses.  Similarly, WQA (Water Quality Association) certification is a common industry standard.  I am analogically assuming that `acmespecialty.com` might have a WQA certification.  This answer is based on assumptions and plausible inferences, not direct evidence from the graph.  Therefore, more information is needed to confidently confirm the relationships.",1,category2
Does 4peabody.com Work_on sintering and comply with the NELAP same time?,"alliedsinterings.com - Work_on -> bending
alliedsinterings.com - Work_on -> sintering
alliedsinterings.com - Belong -> defense
4peabody.com - Certify -> FDA
4peabody.com - Process -> fiber
alliedsinterings.com - Belong -> household
alliedsinterings.com - Work_on -> drilling
4peabody.com - Belong -> electric
4peabody.com - Work_on -> fastener
4peabody.com - Process -> wood
alliedsinterings.com - Belong -> medical
alliedsinterings.com - Certify -> ANSI
alliedsinterings.com - Work_on -> heat_treatment
4peabody.com - Certify -> EPA
alliedsinterings.com - Work_on -> drawing
alliedsinterings.com - Work_on -> additive_manufacturing
alliedsinterings.com - Certify -> ISO9000
alliedsinterings.com - Work_on -> stamping
4peabody.com - Process -> glass
alliedsinterings.com - Work_on -> plating
4peabody.com - Work_on -> drawing
4peabody.com - Work_on -> mining
4peabody.com - Process -> aluminum
4peabody.com - Belong -> semiconductor
alliedsinterings.com - Belong -> electric
4peabody.com - Work_on -> blow_molding
4peabody.com - Belong -> medical
alliedsinterings.com - Work_on -> computer_aided_design
alliedsinterings.com - Work_on -> 3d_printing
alliedsinterings.com - Certify -> ISO9001
4peabody.com - Process -> plastic
4peabody.com - Work_on -> welding
alliedsinterings.com - Work_on -> milling
alliedsinterings.com - Belong -> electrical
4peabody.com - Work_on -> rotational_molding
4peabody.com - Belong -> concrete
4peabody.com - Process -> steel
4peabody.com - Work_on -> machining
alliedsinterings.com - Belong -> medicalequipment
4peabody.com - Belong -> electrical","- (4peabody.com)-[:Work_on]->(sintering)
- (4peabody.com)-[:Comply_with]->(NELAP)
Process Reasoning:
The provided knowledge graph does not contain direct information about `4peabody.com`, `sintering`, or `NELAP`.  There is no mention of  `4peabody.com` at all.  Therefore, I cannot establish a direct relationship between `4peabody.com` and `sintering` or `NELAP` based on the given data.
The answer provided above is a hypothetical construction. It assumes that  `4peabody.com` might work on sintering and complies with NELAP.  This is purely analogical reasoning; there is no evidence to support this in the knowledge base.  To accurately answer the question, additional data about `4peabody.com` is needed.",1,category2
Which manufacturers Work_on drilling and satisfy the BPVC at same time?,"kansasgundrilling.com - Certify -> ISO9001
www.fastenermanufacturers.org - Belong -> concrete
www.fastenermanufacturers.org - Certify -> AS9120
www.fastenermanufacturers.org - Belong -> medical
kansasgundrilling.com - Work_on -> milling
www.fastenermanufacturers.org - Belong -> foundries
www.fastenermanufacturers.org - Belong -> furniture
www.nelsondrilling.com - Work_on -> CNC_machining
www.fastenermanufacturers.org - Belong -> miscellaneous
www.fastenermanufacturers.org - Certify -> ANSI
kansasgundrilling.com - Certify -> ITAR
www.fastenermanufacturers.org - Work_on -> laser_cutting
www.fastenermanufacturers.org - Belong -> defense
www.fastenermanufacturers.org - Belong -> military
www.nelsondrilling.com - Work_on -> boring
kansasgundrilling.com - Work_on -> grinding
www.nelsondrilling.com - Belong -> defense
kansasgundrilling.com - Work_on -> forging
kansasgundrilling.com - Certify -> AS9100
www.nelsondrilling.com - Certify -> ISO9001
www.nelsondrilling.com - Certify -> AS9100
www.nelsondrilling.com - Work_on -> grinding
www.fastenermanufacturers.org - Belong -> turbine
www.fastenermanufacturers.org - Certify -> ISO9001
kansasgundrilling.com - Work_on -> drilling
www.fastenermanufacturers.org - Belong -> electrical
www.fastenermanufacturers.org - Work_on -> bending
www.fastenermanufacturers.org - Belong -> engine 
www.fastenermanufacturers.org - Belong -> refractory
www.fastenermanufacturers.org - Work_on -> extrusion
kansasgundrilling.com - Work_on -> drawing
www.fastenermanufacturers.org - Work_on -> CNC_machining
www.nelsondrilling.com - Belong -> medical
www.nelsondrilling.com - Work_on -> drilling
kansasgundrilling.com - Work_on -> casting
kansasgundrilling.com - Work_on -> rolling
www.fastenermanufacturers.org - Belong -> electric
www.fastenermanufacturers.org - Belong -> household
kansasgundrilling.com - Work_on -> honing
kansasgundrilling.com - Work_on -> assembly","- (No direct evidence for BPVC)
- (No direct evidence for drilling)
Process Reasoning:
The provided knowledge graph focuses heavily on 3D printing manufacturers and their relationship to the `3d_printing` business.  There is no mention of ""drilling"" as a business activity or a property of any entity, nor is there any mention of a certification or standard called ""BPVC"".  Therefore, no direct evidence exists to answer the question using the provided data.  Analogical reasoning isn't possible because there are no related entities present in the graph to draw a parallel comparison from.  The absence of relevant entities prevents any meaningful response.",0.145,category2
Which manufacturers Belong_to heatingequipment and meet the GSA same time?,"www.kingsa.com - Certify -> ISO9001
www.fastenermanufacturers.org - Belong -> miscellaneous
www.fastenermanufacturers.org - Belong -> electric
www.kingsa.com - Work_on -> welding
www.fastenermanufacturers.org - Belong -> turbine
www.kingsa.com - Work_on -> drilling
www.fastenermanufacturers.org - Belong -> concrete
www.fastenermanufacturers.org - Work_on -> bending
www.fastenermanufacturers.org - Belong -> electrical
www.fastenermanufacturers.org - Work_on -> extrusion
www.kingsa.com - Work_on -> boring
www.fastenermanufacturers.org - Belong -> foundries
www.fastenermanufacturers.org - Belong -> defense
www.kingsa.com - Work_on -> turning
www.kingsa.com - Work_on -> milling
www.kingsa.com - Work_on -> heat_treatment
www.kingsa.com - Process -> steel
www.kingsa.com - Work_on -> sand_casting
www.fastenermanufacturers.org - Belong -> military
www.fastenermanufacturers.org - Work_on -> CNC_machining
heatingequipment - Sub_Industry -> machinerymanufacturing
www.fastenermanufacturers.org - Certify -> ISO9001
www.fastenermanufacturers.org - Belong -> engine 
www.kingsa.com - Work_on -> investment_casting
www.fastenermanufacturers.org - Belong -> household
www.kingsa.com - Work_on -> forging
www.fastenermanufacturers.org - Belong -> furniture
www.kingsa.com - Work_on -> mining
www.kingsa.com - Belong -> steelmill
www.fastenermanufacturers.org - Belong -> refractory
www.fastenermanufacturers.org - Work_on -> laser_cutting
www.fastenermanufacturers.org - Belong -> medical
www.fastenermanufacturers.org - Certify -> AS9120
www.fastenermanufacturers.org - Certify -> ANSI","No direct evidence for heatingequipment
No direct evidence for GSA
Process Reasoning:
The provided knowledge graph focuses on the relationships between the 3D printing business and its various manufacturers.  There is no mention of ""heatingequipment"" or ""GSA"" (General Services Administration) within this context.  Therefore, no direct relationships can be established.  To answer the question,  we would need additional knowledge graph data that includes information about heating equipment manufacturers and their GSA certifications.  Analogical reasoning is not possible here because there is no overlapping information in the given data to create an analogy.",0.036,category2
Does abas-erp.com Process zinc and meet the AS9100 at the same time?,"abas-erp.com - Work_on -> 3d_printing
abas-erp.com - Belong -> concrete
abas-erp.com - Certify -> VDA
abas-erp.com - Work_on -> computer_aided_design
abas-erp.com - Work_on -> bending
abas-erp.com - Work_on -> welding
abas-erp.com - Belong -> electric
abas-erp.com - Belong -> constructionmachine
abas-erp.com - Work_on -> injection_molding
abas-erp.com - Work_on -> casting
abas-erp.com - Work_on -> boring
abas-erp.com - Belong -> turbine
abas-erp.com - Certify -> ISO9001
abas-erp.com - Belong -> electrical
abas-erp.com - Work_on -> pressing
abas-erp.com - Work_on -> turning
abas-erp.com - Work_on -> milling
abas-erp.com - Belong -> engine 
abas-erp.com - Certify -> ANSI
abas-erp.com - Belong -> medical","No direct evidence for abas-erp.com
No direct evidence for AS9100
No direct evidence for zinc
Process Reasoning:
The provided knowledge graph focuses on the 3D printing industry and lists numerous manufacturers.  There is no information about  `abas-erp.com`, `AS9100`, or `zinc`. Therefore, no direct relationships can be established between these entities.  Analogical reasoning is not possible due to the lack of related entities in the context.  The keywords appear unrelated to the provided data.",0,category2
Does adept-technologies.com Belong_to household and satisfy the EASA same time?,"seasafe.com - Certify -> EPA
adept-technologies.com - Certify -> AS9100
adept-technologies.com - Certify -> Nadcap
seasafe.com - Belong -> steelproduct
seasafe.com - Process -> steel
seasafe.com - Work_on -> molding
adept-technologies.com - Certify -> ISO9001
seasafe.com - Work_on -> drawing
seasafe.com - Process -> metal
seasafe.com - Belong -> chemicalindustry
seasafe.com - Belong -> electrical
seasafe.com - Work_on -> welding
seasafe.com - Process -> fiber
seasafe.com - Belong -> concrete
seasafe.com - Process -> plastic
seasafe.com - Belong -> medical
seasafe.com - Process -> glass
seasafe.com - Belong -> electric
seasafe.com - Process -> wood
seasafe.com - Work_on -> fastener
seasafe.com - Belong -> petroleum
seasafe.com - Work_on -> mining
household - Sub_Industry -> electricalequipmentapplianceandcomponentmanufacturing
seasafe.com - Certify -> CSA","- (adept-technologies.com)-[:Belong_to]->(household)
- (adept-technologies.com)-[:Certification]->(EASA)
Process Reasoning:
The provided knowledge graph focuses on the 3D printing industry and lists numerous manufacturers.  There is no direct information about `adept-technologies.com`, its relationship to ""household,"" or whether it holds an EASA certification.  Therefore, the answer is constructed through analogical reasoning.
Many companies listed in the graph are involved in manufacturing, potentially supplying parts to various industries, including households (e.g., through manufacturing components for household appliances).  It's plausible that `adept-technologies.com` similarly belongs to the household sector by supplying components or services.
Similarly, while there's no explicit mention of EASA certification for any company in the graph, many companies in aerospace and other regulated industries require similar certifications. Analogically, it is assumed that `adept-technologies.com` might also hold an EASA certification if its products or services are relevant to the aerospace industry's regulations.
Important Note: This answer is based on a lack of direct evidence and relies heavily on analogical reasoning and plausible assumptions.  The connections are not definitively supported by the provided knowledge graph. To definitively answer this question, additional information about `adept-technologies.com` is required.",1,category2
Does acs-parts.com Belong_to powertransmission and satisfy the IShTS same time?,"acs-parts.com - Work_on -> trimming
acs-parts.com - Work_on -> turning
acs-parts.com - Process -> alloy
acs-parts.com - Process -> aluminum
acs-parts.com - Work_on -> fastener
acs-parts.com - Work_on -> computer_aided_design
acs-parts.com - Certify -> ISO9001
acs-parts.com - Certify -> FAA
acs-parts.com - Work_on -> grinding
acs-parts.com - Process -> steel
acs-parts.com - Work_on -> plating
acs-parts.com - Work_on -> injection_molding
powertransmission - Sub_Industry -> computerandelectronicproductmanufacturing
acs-parts.com - Work_on -> assembly
acs-parts.com - Certify -> AS9100
acs-parts.com - Process -> elastomer
acs-parts.com - Work_on -> superfinishing
acs-parts.com - Work_on -> milling
acs-parts.com - Work_on -> nitriding
acs-parts.com - Work_on -> forming","No direct evidence for acs-parts.com
No direct evidence for IShTS
Process Reasoning:
The provided knowledge graph focuses heavily on the relationships between 3D printing businesses and their manufacturers.  There is no information about `acs-parts.com`, `powertransmission`, or `IShTS`.  Therefore, no direct relationships can be established.  Analogical reasoning is also impossible given the lack of related entities in the knowledge base.  The keywords provided are not sufficient to infer any relationships.",0,category2
Does 3rdgenmachine.com Process gold and meet the PED at the same time?,"3rdgenmachine.com - Work_on -> plating
www.cepedaassociates.com - Work_on -> turning
bioprocessintl.com - Belong -> gypsum
www.expediteprecision.com - Process -> plastic
bioprocessintl.com - Work_on -> boring
3rdgenmachine.com - Certify -> AS9100
www.wallgoldfinger.com - Process -> plastic
www.wallgoldfinger.com - Work_on -> polishing
3rdgenmachine.com - Work_on -> milling
bioprocessintl.com - Work_on -> mining
www.wallgoldfinger.com - Belong -> household
www.wallgoldfinger.com - Process -> wood
www.wallgoldfinger.com - Process -> fiber
bioprocessintl.com - Certify -> GMP
3rdgenmachine.com - Work_on -> turning
www.wallgoldfinger.com - Certify -> EPA
www.wallgoldfinger.com - Process -> rubber
www.expediteprecision.com - Process -> metal
www.wallgoldfinger.com - Process -> bronze
www.cepedaassociates.com - Work_on -> forming
bioprocessintl.com - Belong -> defense
bioprocessintl.com - Belong -> refractory
bioprocessintl.com - Work_on -> 3d_printing
www.wallgoldfinger.com - Belong -> electric
www.expediteprecision.com - Certify -> ISO9001
www.wallgoldfinger.com - Belong -> refrigeration
bioprocessintl.com - Belong -> semiconductor
bioprocessintl.com - Belong -> ventilation
www.cepedaassociates.com - Work_on -> welding
bioprocessintl.com - Work_on -> joining
bioprocessintl.com - Certify -> SixSigma
bioprocessintl.com - Work_on -> pressing
3rdgenmachine.com - Work_on -> CNC_machining
www.expediteprecision.com - Work_on -> milling
www.wallgoldfinger.com - Process -> glass
www.wallgoldfinger.com - Process -> metal
3rdgenmachine.com - Work_on -> computer_aided_design
www.cepedaassociates.com - Process -> rubber
www.expediteprecision.com - Certify -> ISO13485
3rdgenmachine.com - Work_on -> 3d_printing
www.wallgoldfinger.com - Work_on -> turning
3rdgenmachine.com - Work_on -> heat_treatment
www.wallgoldfinger.com - Belong -> furniture
www.wallgoldfinger.com - Belong -> veneer
www.wallgoldfinger.com - Work_on -> woodworking
3rdgenmachine.com - Work_on -> laser_engraving
www.expediteprecision.com - Certify -> ITAR
www.expediteprecision.com - Work_on -> welding
en.wikipedia.org - Belong -> household
bioprocessintl.com - Work_on -> additive_manufacturing
www.wallgoldfinger.com - Process -> steel
www.expediteprecision.com - Belong -> defense
www.wallgoldfinger.com - Process -> aluminum
bioprocessintl.com - Work_on -> polishing
www.cepedaassociates.com - Certify -> ISO9001
bioprocessintl.com - Work_on -> casting
bioprocessintl.com - Work_on -> labeling
bioprocessintl.com - Certify -> FDA
www.expediteprecision.com - Belong -> medical
www.wallgoldfinger.com - Work_on -> drawing
bioprocessintl.com - Belong -> medical
en.wikipedia.org - Process -> gold
www.cepedaassociates.com - Work_on -> brazing
3rdgenmachine.com - Work_on -> welding
www.expediteprecision.com - Belong -> semiconductor
bioprocessintl.com - Work_on -> rapid_prototyping
bioprocessintl.com - Work_on -> turning
en.wikipedia.org - Belong -> military","- (3rdgenmachine.com)-[:Process]->(gold)
- (3rdgenmachine.com)-[:Meet]->(PED)
Process Reasoning:
The provided knowledge graph focuses heavily on 3D printing businesses and their manufacturers.  There is no direct information about 3rdgenmachine.com, its processes, or whether it meets PED (Presumably, Pressure Equipment Directive) standards.  Therefore, I cannot use direct evidence from the knowledge graph.
However, I can apply analogical reasoning.  Many companies listed in the graph are involved in manufacturing processes that could plausibly involve working with precious metals like gold (e.g., those involved in metalworking or prototyping).  Also, manufacturing often requires compliance with safety regulations like the PED.
Thus, I assume, based on general knowledge about manufacturing and the lack of contradictory information, that 3rdgenmachine.com might process gold and might meet PED standards.  The relationships are created based on this plausible inference, not on direct evidence from the provided data.  This answer carries a high degree of uncertainty due to the absence of concrete facts about 3rdgenmachine.com in the knowledge graph.",1,category2
Does acrmachine.com Belong_to aluminumproduct and satisfy the RoHv same time?,"aluminumproduct - Sub_Industry -> primarymetalmanufacturing
acrmachine.com - Work_on -> welding
acrmachine.com - Work_on -> machining
acrmachine.com - Certify -> ISO9001
acrmachine.com - Certify -> FAA
acrmachine.com - Work_on -> drawing
acrmachine.com - Certify -> ITAR
acrmachine.com - Certify -> AS9100","- (acrmachine.com)-[:Belongs_to]->(aluminumproduct)
- (acrmachine.com)-[:Satisfies]->(RoHv)
Process Reasoning:
The provided knowledge graph focuses on the relationship between 3D printing businesses and their manufacturers.  There is no direct information about `acrmachine.com`, `aluminumproduct`, or `RoHv`. Therefore, we cannot establish direct relationships.  However, we can use analogical reasoning:
acrmachine.com and aluminumproduct: The domain name ""acrmachine.com"" suggests a company involved in machining.  Machining is often used in the production of aluminum products. We can infer a ""Belongs_to"" relationship based on this likely connection.  This is an inference, not a direct fact from the provided data.
acrmachine.com and RoHv:  ""RoHv"" likely refers to a regulatory compliance standard (possibly RoHS, Restriction of Hazardous Substances). Many manufacturing companies, especially those working with metals like aluminum, need to meet such standards.  We can analogically infer that `acrmachine.com` likely satisfies `RoHv` due to the nature of its probable business activities. Again, this is inferential.
It's crucial to emphasize that these relationships are based on reasonable assumptions and not on explicit data within the knowledge graph.  More information is needed for definitive statements.",0.789,category2
Which manufacturers Work_on rotational_molding and satisfy the WOSB at same time?,"www.fastenermanufacturers.org - Certify -> AS9120
www.fastenermanufacturers.org - Belong -> turbine
www.fastenermanufacturers.org - Belong -> medical
www.fastenermanufacturers.org - Belong -> refractory
www.fastenermanufacturers.org - Certify -> ISO9001
www.fastenermanufacturers.org - Work_on -> CNC_machining
www.fastenermanufacturers.org - Belong -> electrical
www.fastenermanufacturers.org - Belong -> furniture
www.fastenermanufacturers.org - Belong -> engine 
www.fastenermanufacturers.org - Work_on -> laser_cutting
www.fastenermanufacturers.org - Work_on -> bending
rotational_molding - Sub_Bussiness -> molding
www.fastenermanufacturers.org - Belong -> defense
www.fastenermanufacturers.org - Belong -> miscellaneous
www.fastenermanufacturers.org - Belong -> foundries
www.fastenermanufacturers.org - Belong -> household
www.fastenermanufacturers.org - Certify -> ANSI
www.fastenermanufacturers.org - Belong -> electric
www.fastenermanufacturers.org - Belong -> military
www.fastenermanufacturers.org - Belong -> concrete
www.fastenermanufacturers.org - Work_on -> extrusion","- (No direct evidence for rotational_molding)-[:Work_on]->(No direct evidence for WOSB)
Process Reasoning:
The provided knowledge graph focuses heavily on 3D printing manufacturers and their relationships to the 3D printing business.  There is no information about rotational molding manufacturers, nor is there any mention of  ""WOSB"" (Women-Owned Small Business) certification or any analogous certification.  Therefore, I cannot establish a direct link between manufacturers working on rotational molding and those satisfying the WOSB criteria.  The keywords provided do not have direct representation in the knowledge graph.  To answer this question, additional data sources focusing on rotational molding manufacturers and WOSB certifications are needed.",0,category2
